state_code,vertical,storage_column,source_label,definition,units,reporting_frequency,timing_basis,promotions_and_deductions,channel,reporting_granularity,definition_applies_from,definition_applies_to,evidence_period,source_url,source_file,limitations
PA,online_casino,gross_revenue,Revenue (sports) / Gross Revenue (casino),Sports: printed Revenue before Promotional Credits; Taxable Gross Revenue is retained separately. Casino: sum of printed slot/table gross revenue and poker rake/tournament fees.,USD,monthly,unknown,Sports Promotional Credits separate Revenue from Gross Revenue (Taxable). Casino product bases differ; poker volume is not included in slot/table wagers.,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://gamingcontrolboard.pa.gov/sites/default/files/2026-08/FY26-27%20Monthly%20Interactive%20Gaming%20Report%20Summary.xlsx,data/raw/PA/2026-09-03/1dc3c9153be6ea3ae41f6610a84ab174bc809505005fc289bf4420230d600d01_FY26-27_20Monthly_20Interactive_20Gaming_20Report_20Summary.xlsx,Staging replays original sports workbooks and now retains printed Revenue as GGR alongside Gross Revenue (Taxable). Casino handle covers slot/table wagers but excludes poker rake volume; do not calculate blended casino hold. Definition validity across the whole stored history has not been inferred from this example.
PA,online_casino,tax,State Tax + Local Share Assessment (sports); reported product tax lines (casino),Reported tax/contribution or explicitly summed source tax lines; tax timing and coverage are source-specific.,USD,monthly,unknown,Sports Promotional Credits separate Revenue from Gross Revenue (Taxable). Casino product bases differ; poker volume is not included in slot/table wagers.,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://gamingcontrolboard.pa.gov/sites/default/files/2026-08/FY26-27%20Monthly%20Interactive%20Gaming%20Report%20Summary.xlsx,data/raw/PA/2026-09-03/1dc3c9153be6ea3ae41f6610a84ab174bc809505005fc289bf4420230d600d01_FY26-27_20Monthly_20Interactive_20Gaming_20Report_20Summary.xlsx,Staging replays original sports workbooks and now retains printed Revenue as GGR alongside Gross Revenue (Taxable). Casino handle covers slot/table wagers but excludes poker rake volume; do not calculate blended casino hold. Definition validity across the whole stored history has not been inferred from this example.
RI,online_sports_betting,handle,Handle (sports) / Wagers (casino),Reported wager volume for the selected online channel; not revenue.,USD,monthly,accrual,The source explicitly states accrual and unaudited/unadjusted. Detailed promotion treatment is not established by the summary alone.,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.rilot.com/content/dam/interactive/ilottery/pdfs/financial/SportsbookSummaryFY2027.pdf,data\raw\RI\2026-09-05\8a2c264c576ad4b58d58f468a1b50f27d0bc62ef09b17b3b9137b5cecbb36b5a_SportsbookSummaryFY2027.pdf,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
RI,online_sports_betting,gross_revenue,Book Revenue (sports) / Net Gaming Revenue (casino),"Reported sports Book Revenue or combined iSlots/iTables NGR: wagers less prizes on the explicitly labeled accrual basis, before other expenses.",USD,monthly,accrual,The source explicitly states accrual and unaudited/unadjusted. Detailed promotion treatment is not established by the summary alone.,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.rilot.com/content/dam/interactive/ilottery/pdfs/financial/SportsbookSummaryFY2027.pdf,data\raw\RI\2026-09-05\8a2c264c576ad4b58d58f468a1b50f27d0bc62ef09b17b3b9137b5cecbb36b5a_SportsbookSummaryFY2027.pdf,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
RI,online_casino,handle,Handle (sports) / Wagers (casino),Reported wager volume for the selected online channel; not revenue.,USD,monthly,accrual,The source explicitly states accrual and unaudited/unadjusted. Detailed promotion treatment is not established by the summary alone.,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.rilot.com/content/dam/interactive/ilottery/pdfs/financial/iGamingWebsiteDataFY2027.pdf,data\raw\RI\2026-09-05\8937f4994a6af9fb3ce447bf07c18f60bb92862c8707bc18a92cde9d8bb1cfb3_iGamingWebsiteDataFY2027.pdf,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
RI,online_casino,gross_revenue,Book Revenue (sports) / Net Gaming Revenue (casino),"Reported sports Book Revenue or combined iSlots/iTables NGR: wagers less prizes on the explicitly labeled accrual basis, before other expenses.",USD,monthly,accrual,The source explicitly states accrual and unaudited/unadjusted. Detailed promotion treatment is not established by the summary alone.,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.rilot.com/content/dam/interactive/ilottery/pdfs/financial/iGamingWebsiteDataFY2027.pdf,data\raw\RI\2026-09-05\8937f4994a6af9fb3ce447bf07c18f60bb92862c8707bc18a92cde9d8bb1cfb3_iGamingWebsiteDataFY2027.pdf,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
SC,online_sports_betting,none,no collected metric,Reviewed SLED gambling guidance and the cited state gambling-code source. No official online sportsbook/casino operating revenue archive found.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://www.sled.sc.gov/index.php/departments/narcotics-alcohol-vice-special-operations-and-investigations,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
SC,online_casino,none,no collected metric,Reviewed SLED gambling guidance and the cited state gambling-code source. No official online sportsbook/casino operating revenue archive found.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://www.sled.sc.gov/index.php/departments/narcotics-alcohol-vice-special-operations-and-investigations,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
SD,online_sports_betting,none,no collected metric,Department of Revenue explicitly says online casino-style games and online sports wagering are unauthorized; retail Deadwood activity is excluded.,not applicable,none identified,unknown,unknown,not offered,unknown,unknown,unknown,none,https://dor.sd.gov/newsroom/beware-of-fraudulent-online-casinos/,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
SD,online_casino,none,no collected metric,Department of Revenue explicitly says online casino-style games and online sports wagering are unauthorized; retail Deadwood activity is excluded.,not applicable,none identified,unknown,unknown,not offered,unknown,unknown,unknown,none,https://dor.sd.gov/newsroom/beware-of-fraudulent-online-casinos/,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
TN,online_sports_betting,handle,Gross Handle,Reported wager volume for the selected online channel; not revenue.,USD,monthly,unknown,"Handle and privilege tax only; do not estimate a missing GGR, hold or promotion deduction.",online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.tn.gov/swac/reports,data/raw/TN/2026-09-03/c9b72aefbf5190e75bc6248ba4d0ce1c8e905b30dd128aef2293d23290960af4_Monthly_Report_for_SWC-July2026_UA_.csv,"Current series is handle and privilege tax, not GGR. Do not backsolve revenue from tax. Earlier tax regimes are not mixed into this metric series. Definition validity across the whole stored history has not been inferred from this example."
TN,online_sports_betting,tax,Privilege Tax Assessed,Reported privilege tax assessed on the current handle-based series. It does not provide GGR or a reliable revenue backsolve.,USD,monthly,unknown,"Handle and privilege tax only; do not estimate a missing GGR, hold or promotion deduction.",online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.tn.gov/swac/reports,data/raw/TN/2026-09-03/c9b72aefbf5190e75bc6248ba4d0ce1c8e905b30dd128aef2293d23290960af4_Monthly_Report_for_SWC-July2026_UA_.csv,"Current series is handle and privilege tax, not GGR. Do not backsolve revenue from tax. Earlier tax regimes are not mixed into this metric series. Definition validity across the whole stored history has not been inferred from this example."
TN,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://www.tn.gov/swac/reports,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
TX,online_sports_betting,none,no collected metric,Texas State Law Library sports-gambling guide explicitly states that online sports betting remains illegal; no regulated operating series.,not applicable,none identified,unknown,unknown,not offered,unknown,unknown,unknown,none,https://guides.sll.texas.gov/gambling/sports-gambling,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
TX,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://guides.sll.texas.gov/gambling/sports-gambling,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
UT,online_sports_betting,none,no collected metric,Reviewed official gambling-code material. The retained section is marked renumbered in 2025; do not treat that historical section alone as current law. No operating revenue archive found.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://le.utah.gov/xcode/Title76/Chapter10/C76-10-S1102_2020032820200328.pdf,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
UT,online_casino,none,no collected metric,Reviewed official gambling-code material. The retained section is marked renumbered in 2025; do not treat that historical section alone as current law. No operating revenue archive found.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://le.utah.gov/xcode/Title76/Chapter10/C76-10-S1102_2020032820200328.pdf,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
VA,online_sports_betting,none,no collected metric,Lottery release archive and legislative report RD532 were inspected. July 2026 totals cover 11 mobile and 3 land-based sportsbooks together; no separate online AGR/tax table found. News pages load release bodies through JavaScript.,not applicable,monthly,unknown,unknown,online and retail combined,unknown,unknown,unknown,none,https://www.valottery.com/aboutus/casinosandsportsbetting/sportsbetting,unknown,No observations fabricated. Find a regulator mobile-only breakdown; retain combined values outside online comparisons. Evidence: https://rga.lis.virginia.gov/Published/2026/RD532/PDF
VA,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://www.valottery.com/aboutus/casinosandsportsbetting/sportsbetting,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
VT,online_sports_betting,handle,Total Handle Receipts,Reported wager volume for the selected online channel; not revenue.,USD,monthly,unknown,"Combined Resettlements, Voids, Tax, Promo deduction is printed; individual components cannot be separated from this summary.",online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://liquorandlottery.vermont.gov/sites/liqlot/files/documents/SW_Exec_Sum_Rpt_July_2026.pdf,data\raw\VT\2026-09-05\633cac05c441f62c84ecdd2116f2944401a85e55e627715480ded839f03f6254_SW_Exec_Sum_Rpt_July_2026.pdf,"Monthly source reports January 2024 onward; two broken-font reports use hash-bound transcriptions. Revenue share is contractual, not a uniform statutory tax. Definition validity across the whole stored history has not been inferred from this example."
VT,online_sports_betting,adjusted_revenue,Adjusted Gross Sports Wagering Revenue,Reported adjusted revenue after state-defined adjustments; not a substitute for gross gaming win.,USD,monthly,unknown,"Combined Resettlements, Voids, Tax, Promo deduction is printed; individual components cannot be separated from this summary.",online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://liquorandlottery.vermont.gov/sites/liqlot/files/documents/SW_Exec_Sum_Rpt_July_2026.pdf,data\raw\VT\2026-09-05\633cac05c441f62c84ecdd2116f2944401a85e55e627715480ded839f03f6254_SW_Exec_Sum_Rpt_July_2026.pdf,"Monthly source reports January 2024 onward; two broken-font reports use hash-bound transcriptions. Revenue share is contractual, not a uniform statutory tax. Definition validity across the whole stored history has not been inferred from this example."
VT,online_sports_betting,tax,Vermont Revenue Share,Contractual Vermont Revenue Share printed in the report. Stored in the existing tax column for compatibility; do not aggregate as if all states report statutory taxes.,USD,monthly,unknown,"Combined Resettlements, Voids, Tax, Promo deduction is printed; individual components cannot be separated from this summary.",online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://liquorandlottery.vermont.gov/sites/liqlot/files/documents/SW_Exec_Sum_Rpt_July_2026.pdf,data\raw\VT\2026-09-05\633cac05c441f62c84ecdd2116f2944401a85e55e627715480ded839f03f6254_SW_Exec_Sum_Rpt_July_2026.pdf,"Monthly source reports January 2024 onward; two broken-font reports use hash-bound transcriptions. Revenue share is contractual, not a uniform statutory tax. Definition validity across the whole stored history has not been inferred from this example."
VT,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://liquorandlottery.vermont.gov/monthly-reports,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
WA,online_sports_betting,none,no collected metric,WSGC requires mobile sports wagers to be geofenced to tribal casino premises. No separately published mobile-only revenue series identified.,not applicable,none identified,unknown,unknown,location based mobile / retail,unknown,unknown,unknown,none,https://wsgc.wa.gov/tribal-partnerships/sports-wagering/sports-wagering-requirements-and-rules,unknown,No observations fabricated. Keep location-based activity separate from statewide online. Use separately identified mobile values only if an official report supplies them.
WA,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://wsgc.wa.gov/tribal-partnerships/sports-wagering/sports-wagering-requirements-and-rules,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
WI,online_sports_betting,none,no collected metric,DOA FAQ describes tribal reservation/facility sports wagering; Act 247 enables further compact work. No statewide online operating series or confirmed launch report found. Do not infer a launch from passage of the Act.,not applicable,none identified,unknown,unknown,location based mobile / retail,unknown,unknown,unknown,none,https://doa.wi.gov/Pages/AboutDOA/Frequently-Asked-Questions.aspx,unknown,No observations fabricated. Keep location-based activity separate from statewide online. Use separately identified mobile values only if an official report supplies them.
WI,online_casino,none,no collected metric,DOA FAQ describes tribal reservation/facility sports wagering; Act 247 enables further compact work. No statewide online operating series or confirmed launch report found. Do not infer a launch from passage of the Act.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://doa.wi.gov/Pages/AboutDOA/Frequently-Asked-Questions.aspx,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
WV,online_sports_betting,handle,Total Handle (sports) / Wagers (casino),Reported wager volume for the selected online channel; not revenue.,USD,weekly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-08-16 to 2026-08-22,https://assets.ctfassets.net/nm98451qj5dg/4L2FOWsQNspNvc7sfCNAPi/a212e0bc7085a1fbbfa2806160aa6102/Sports_Wagering.zip,data/raw/WV/2026-09-03/6db138da5370ba2db2edb15f44975bbf993dedc9bfac800f473ddcdc90af46a8_27FY_Sports_Wagering_Weekly_Summary.xlsx,Weekly periods remain as reported. Casino Revenue and sports Total Taxable Receipts are different metrics. Do not allocate weeks across calendar months. Definition validity across the whole stored history has not been inferred from this example.
WV,online_sports_betting,taxable_revenue,Total Taxable Receipts (sports),Reported tax-base revenue after permitted adjustments; not gross win or a tax payment.,USD,weekly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-08-16 to 2026-08-22,https://assets.ctfassets.net/nm98451qj5dg/4L2FOWsQNspNvc7sfCNAPi/a212e0bc7085a1fbbfa2806160aa6102/Sports_Wagering.zip,data/raw/WV/2026-09-03/6db138da5370ba2db2edb15f44975bbf993dedc9bfac800f473ddcdc90af46a8_27FY_Sports_Wagering_Weekly_Summary.xlsx,Weekly periods remain as reported. Casino Revenue and sports Total Taxable Receipts are different metrics. Do not allocate weeks across calendar months. Definition validity across the whole stored history has not been inferred from this example.
WV,online_casino,handle,Total Handle (sports) / Wagers (casino),Reported wager volume for the selected online channel; not revenue.,USD,weekly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-08-16 to 2026-08-22,https://assets.ctfassets.net/nm98451qj5dg/1HNpWK8sa0F3DjC8GFJ2ni/0c5fe16258cfdef5c05511c9cc7b9e70/i-Gaming.zip,data/raw/WV/2026-09-03/91c94a91adaf306dd1ae90857430fb260bb353fdd36dcf7b04a2aa02ca94d96a_27FY_iGaming_Weekly_Summary.xlsx,Weekly periods remain as reported. Casino Revenue and sports Total Taxable Receipts are different metrics. Do not allocate weeks across calendar months. Definition validity across the whole stored history has not been inferred from this example.
WV,online_casino,gross_revenue,Revenue (casino),Native reported gaming win/receipts in this source. Detailed deduction and timing equivalence is not established merely by this storage name.,USD,weekly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-08-16 to 2026-08-22,https://assets.ctfassets.net/nm98451qj5dg/1HNpWK8sa0F3DjC8GFJ2ni/0c5fe16258cfdef5c05511c9cc7b9e70/i-Gaming.zip,data/raw/WV/2026-09-03/91c94a91adaf306dd1ae90857430fb260bb353fdd36dcf7b04a2aa02ca94d96a_27FY_iGaming_Weekly_Summary.xlsx,Weekly periods remain as reported. Casino Revenue and sports Total Taxable Receipts are different metrics. Do not allocate weeks across calendar months. Definition validity across the whole stored history has not been inferred from this example.
WV,online_casino,tax,Tax (casino),Reported tax/contribution or explicitly summed source tax lines; tax timing and coverage are source-specific.,USD,weekly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-08-16 to 2026-08-22,https://assets.ctfassets.net/nm98451qj5dg/1HNpWK8sa0F3DjC8GFJ2ni/0c5fe16258cfdef5c05511c9cc7b9e70/i-Gaming.zip,data/raw/WV/2026-09-03/91c94a91adaf306dd1ae90857430fb260bb353fdd36dcf7b04a2aa02ca94d96a_27FY_iGaming_Weekly_Summary.xlsx,Weekly periods remain as reported. Casino Revenue and sports Total Taxable Receipts are different metrics. Do not allocate weeks across calendar months. Definition validity across the whole stored history has not been inferred from this example.
WY,online_sports_betting,handle,Monthly Wagers,Reported wager volume for the selected online channel; not revenue.,USD,monthly,unknown,"Net/taxable measures deduct non-cash winnings, voids, cancellations, resettlements and federal excise. Prior negative carryforward can affect tax.",online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://drive.google.com/uc?export=download&id=1XAHpwXYOGDbBh43zeHKRrZ5XcdqVcqbV,data\raw\WY\2026-09-05\6862f46577f09616199589cc0f6a87cd47b3088aff697bbeca7cdd15ae5abb75_uc_export_download_id_1XAHpwXYOGDbBh43zeHKRrZ5XcdqVcqbV,Historical statewide summaries become operator tables. April/May 2023 copies differ by pennies; December 2023 copies differ in tax availability. Consolidation flags all three as conflicting sources. Original net proceeds and later taxable revenue stay separate. Definition validity across the whole stored history has not been inferred from this example.
WY,online_sports_betting,gross_revenue,Gross Gaming Revenue,"Monthly Wagers less Cash Winnings Paid Out, per the historical report methodology. Non-cash winnings are deducted separately in the proceeds/taxable measure.",USD,monthly,unknown,"Net/taxable measures deduct non-cash winnings, voids, cancellations, resettlements and federal excise. Prior negative carryforward can affect tax.",online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://drive.google.com/uc?export=download&id=1XAHpwXYOGDbBh43zeHKRrZ5XcdqVcqbV,data\raw\WY\2026-09-05\6862f46577f09616199589cc0f6a87cd47b3088aff697bbeca7cdd15ae5abb75_uc_export_download_id_1XAHpwXYOGDbBh43zeHKRrZ5XcdqVcqbV,Historical statewide summaries become operator tables. April/May 2023 copies differ by pennies; December 2023 copies differ in tax availability. Consolidation flags all three as conflicting sources. Original net proceeds and later taxable revenue stay separate. Definition validity across the whole stored history has not been inferred from this example.
WY,online_sports_betting,taxable_revenue,Adjusted Taxable Gaming Revenue / Taxable Gaming Revenue,Printed adjusted/taxable gaming revenue after report deductions. Tax due can also reflect prior negative revenue carryforward; do not multiply the statewide base by 10% to replace reported tax.,USD,monthly,unknown,"Net/taxable measures deduct non-cash winnings, voids, cancellations, resettlements and federal excise. Prior negative carryforward can affect tax.",online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://drive.google.com/uc?export=download&id=1XAHpwXYOGDbBh43zeHKRrZ5XcdqVcqbV,data\raw\WY\2026-09-05\6862f46577f09616199589cc0f6a87cd47b3088aff697bbeca7cdd15ae5abb75_uc_export_download_id_1XAHpwXYOGDbBh43zeHKRrZ5XcdqVcqbV,Historical statewide summaries become operator tables. April/May 2023 copies differ by pennies; December 2023 copies differ in tax availability. Consolidation flags all three as conflicting sources. Original net proceeds and later taxable revenue stay separate. Definition validity across the whole stored history has not been inferred from this example. Net Sports Wagering Proceeds appears in early statewide summaries; later reports use Adjusted Taxable Gaming Revenue. Preserve both native labels and inspect each report around the change.
WY,online_sports_betting,net_proceeds,Net Sports Wagering Proceeds,"Gross gaming revenue less non-cash winnings, voids, cancelled wagers, resettlements and federal excise, per the historical summary methodology.",USD,monthly,unknown,"Net/taxable measures deduct non-cash winnings, voids, cancellations, resettlements and federal excise. Prior negative carryforward can affect tax.",online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2022-03-01 to 2022-03-31,https://drive.google.com/uc?export=download&id=1VZIpL1RUQiVS4HUsiiD1yXKfHFzsqykF,data\raw\WY\2026-09-05\83561f041332255d0585ea5a64f6c9cf6be506fafacc1a0594f47352201d4fa8_uc,Historical statewide summaries become operator tables. April/May 2023 copies differ by pennies; December 2023 copies differ in tax availability. Consolidation flags all three as conflicting sources. Original net proceeds and later taxable revenue stay separate. Definition validity across the whole stored history has not been inferred from this example. Net Sports Wagering Proceeds appears in early statewide summaries; later reports use Adjusted Taxable Gaming Revenue. Preserve both native labels and inspect each report around the change.
WY,online_sports_betting,tax,Tax Revenue / Tax Due,Reported tax/contribution or explicitly summed source tax lines; tax timing and coverage are source-specific.,USD,monthly,unknown,"Net/taxable measures deduct non-cash winnings, voids, cancellations, resettlements and federal excise. Prior negative carryforward can affect tax.",online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://drive.google.com/uc?export=download&id=1XAHpwXYOGDbBh43zeHKRrZ5XcdqVcqbV,data\raw\WY\2026-09-05\6862f46577f09616199589cc0f6a87cd47b3088aff697bbeca7cdd15ae5abb75_uc_export_download_id_1XAHpwXYOGDbBh43zeHKRrZ5XcdqVcqbV,Historical statewide summaries become operator tables. April/May 2023 copies differ by pennies; December 2023 copies differ in tax availability. Consolidation flags all three as conflicting sources. Original net proceeds and later taxable revenue stay separate. Definition validity across the whole stored history has not been inferred from this example.
WY,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://gaming.wyo.gov/revenue-reports/financial-reports/combined-wagering-activity-reports,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
MD,online_sports_betting,taxable_revenue,Taxable Win (November 2022 launch report),"Handle less prizes, redeemed promotional play and other deductions. This workbook explicitly retains negative taxable win and separately reports zero state contributions for loss-making licensees.",USD,monthly,unknown,"Taxable win deducts prizes, promotional wagers and other deductions, including excise/adjustments. Loss carryforwards and treatment of negative taxable win differ by report. November 2022 prints negatives; July 2024 footnotes describe a zero floor and carryforward within three months. Do not infer the change date.",online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",2022-11-01,2022-11-30,2022-11-01 to 2022-11-30,https://www.mdgaming.com/wp-content/uploads/2022/12/November-2022-Sports-Wagering-Data.xlsx,data/raw/MD/2026-09-05/e068623164fe93eb3c6f4c386d9086eb778cab3b8ed760b3ae7e07a632888116_November-2022-Sports-Wagering-Data.xlsx,This row documents this report only. No intervening definition-change date is inferred. The mobile subtotal is called Combined within the MOBILE section; the separate combined statewide section includes retail and is excluded.
